"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261500.129395,Chat,QQ,"[[0.0, 170], [0.000159, 170], [0.119297, -170], [0.236511, -170], [1.2436, 170], [1.826516, -170], [8.590206, 826], [8.720931, -314], [8.725449, 138], [8.845313, 170], [9.224931, 330], [9.303388, -170], [9.38777, -138], [9.918464, -538], [10.032962, 138], [10.155556, -250], [10.168121, 138], [13.937948, 570], [14.060768, -138], [14.075063, -314], [14.081345, 138], [14.88672, 330], [15.121028, -250], [15.319502, 170], [15.342441, -138], [15.375708, 138], [15.440673, -170], [15.498639, -1338], [15.595994, 138], [15.96279, 154], [19.301414, 330], [19.423596, -138], [19.964519, -538], [20.136019, 138], [20.258418, -250], [20.263598, 138], [22.453784, 170], [22.453971, 170], [22.541095, -170], [22.958404, -170], [24.761106, 154], [24.761301, 170], [24.761362, 170], [24.85112, -266], [24.873789, 330], [24.886462, -218], [24.945799, 170], [24.968837, -250], [24.972435, 170], [25.011498, 154], [25.026137, -138], [25.070974, -170], [25.078271, 170], [25.108927, -234], [25.149066, -330], [25.154601, 138], [25.16487, -170], [25.165054, 522], [25.2045, 170], [25.294204, -102], [25.294266, -1428], [25.297695, 138], [25.331779, -1428], [25.377994, -1428], [25.378023, -290], [25.391587, 138], [25.391823, 138], [25.420414, 138], [25.517624, -762], [25.521905, 138], [25.533913, 250], [25.5577, -1354], [25.589151, 138], [25.660335, -186], [25.666957, 138], [25.669666, 554], [25.716435, 442], [25.831763, -138], [25.87156, -842], [25.875424, 138], [26.172453, -170], [26.176004, 154], [26.182452, 186], [26.306945, -170], [26.31018, 154], [28.972265, 170], [29.252043, -170], [29.253746, 170], [29.372318, -170], [29.567952, 330], [29.690397, -138]]"
"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261530.129395,Chat,QQ,"[[0.013788, -538], [0.082917, 138], [0.20543, -250], [0.812227, -250], [0.820208, 154], [3.387241, 170], [3.38745, 170], [3.505839, -170], [3.623683, -170], [4.418666, 330], [4.541296, -138], [4.63709, -250], [4.832525, 138], [4.955311, -1354], [5.03555, 138], [5.630725, 170], [5.919175, -170], [10.050293, 330], [10.172862, -138], [10.28079, -250], [10.297953, 138], [10.420624, -538], [10.521231, 138], [10.908642, -314], [11.151376, 138], [11.933431, 170], [12.175176, -170], [13.209966, 458], [13.210177, 458], [13.332994, -218], [13.357235, -554], [13.365045, 138], [14.998271, 330], [15.392541, -538], [15.44951, -538], [16.3214, -138], [16.405142, -1428], [16.408847, 138], [16.53155, -538], [16.535593, -154], [16.537253, 138], [16.537492, 138], [16.538258, 154], [16.621519, 138], [16.663758, -138], [16.692377, -10], [16.695872, 138], [16.696107, 154], [16.747412, -138], [16.785889, 138], [16.821588, -138], [16.863068, -138], [17.00187, -602], [17.004182, 138], [17.304398, 138], [20.19574, 170], [20.31753, -170], [23.002538, -554], [23.0273, 138], [23.397494, -538], [23.429403, 138], [23.552062, -906], [23.698411, 138], [24.857793, 506], [24.98051, -138], [25.083767, -250], [25.122929, 138], [25.246045, -1066], [25.844934, -938], [25.880952, 138], [26.334582, 170], [26.334804, 170], [26.497005, -170], [26.719372, -170]]"
"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261560.129395,Chat,QQ,"[[1.01948, 330], [1.14214, -138], [1.268059, -250], [1.27954, 138], [1.402116, -538], [1.416966, 138], [2.733532, 170], [3.019726, -170], [4.025291, 170], [4.143829, -170], [5.21903, 330], [5.341786, -138], [5.536321, -538], [6.148921, 170], [6.149107, 170], [6.156973, -1050], [6.341329, 154], [6.388472, -170], [6.559404, -170], [6.933434, -538], [7.049333, 138], [9.594577, 330], [9.716781, -138], [9.809869, -250], [10.43262, -538], [10.57911, 170], [10.640834, 138], [10.876065, -170], [14.664012, 330], [14.787202, -138], [14.887497, 170], [16.095489, -708], [16.179305, -1066], [16.266286, 138], [18.019089, 426], [18.141612, -138], [18.155933, -346], [18.219266, 138], [19.614929, 1162], [19.776751, -138], [19.786483, -314], [19.935935, 330], [20.058492, -138], [20.960936, -650], [20.970314, 154], [21.200748, -314], [23.11023, 170], [23.520457, -170], [23.565224, -314], [24.685563, 330], [24.808034, -138], [25.211562, -538], [25.267317, 138], [25.39, -1066], [25.393729, 138], [25.701395, 138], [26.233445, -314], [26.236546, 138]]"
"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261590.129395,Chat,QQ,"[[0.389677, 330], [0.512481, -138], [0.533365, 170], [0.833398, 170], [0.876579, -170], [1.24946, -250], [1.25169, 170], [1.339013, -170], [1.433434, 138], [1.445083, -538], [1.524116, 138], [5.25674, 330], [5.649991, -538], [5.67042, -538], [5.963406, -138], [6.099572, 138], [6.222565, -1066], [6.352802, 170], [6.638957, -170], [7.141374, -1066], [8.648628, 170], [8.767187, -170], [9.281457, -1066], [9.776498, 170], [9.776705, 170], [9.8172, 330], [9.89573, -170], [9.939601, -138], [10.01647, -170], [10.457398, -250], [10.562229, 138], [10.887404, 138], [13.263418, -538], [13.347194, -1076], [13.406448, 138], [13.476409, 154], [13.743375, 154], [13.830347, -266], [14.057727, 170], [14.153774, -298], [14.413524, 154], [14.499662, -154], [14.56697, 154], [14.630969, 666], [14.804124, 330], [15.00661, -1428], [15.031968, 170], [15.863582, -1428], [16.205764, 666], [16.232619, -1428], [16.31665, -1428], [16.400878, -1428], [16.484612, -1428], [16.568399, -1428], [16.652177, -1130], [16.753225, 330], [16.777346, 154], [16.87179, -330], [16.937501, -1428], [17.021076, -154], [17.161019, 170], [17.184875, 154], [17.185287, 154], [17.248819, -234], [17.248847, 1376], [17.338024, -154], [17.376724, -1098], [17.436985, 298], [17.476512, 442], [17.523265, -154], [17.562594, -154], [17.742319, 202], [17.828638, -170], [17.895372, -170], [18.189439, -154], [20.338371, 330], [20.461012, -138], [20.955406, 170], [20.986424, -538], [21.182019, -170], [22.081004, -250], [24.909759, 330], [25.03239, -138], [25.244822, 186], [25.383187, -234], [25.517467, -538], [25.556411, 138], [25.679399, -1066], [25.682573, 138], [25.936581, 154], [26.060808, -154], [26.065954, 138], [26.312203, 186], [26.451888, -234], [28.198766, 170], [28.319255, -170], [29.772191, 650], [29.899973, -1428], [29.925116, 330], [29.983696, -510]]"
"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261620.129395,Chat,QQ,"[[0.067361, -138], [0.151193, -1428], [0.234952, -554], [0.318689, -1428], [0.31872, -538], [0.709353, -38], [1.286868, 458], [1.370677, -1428], [1.454576, -224], [1.573577, -1428], [1.802545, -186], [1.871777, 730], [1.872196, 154], [2.205196, -250], [2.2934, -698], [2.353451, 138], [2.354092, 138], [2.40916, 698], [2.438035, 154], [2.455451, 154], [2.542199, -682], [2.560714, -154], [2.580495, -154], [2.58793, 154], [2.588175, 154], [2.588234, 154], [2.67247, 276], [2.710732, -154], [2.713198, -154], [2.713979, -154], [3.05504, 650], [3.055101, 138], [3.05527, 650], [3.138831, 1428], [3.138856, 1428], [3.139033, 164], [3.185038, -1428], [3.185069, -1428], [3.185147, -1428], [3.268807, -1428], [3.330287, 170], [3.352697, -1428], [3.43654, -1428], [3.441733, 154], [3.442881, 714], [3.520418, -1428], [3.604294, -1428], [3.68801, -1428], [3.714222, 650], [3.891587, -1428], [3.975359, -1428], [3.975405, -1428], [3.975592, -1428], [4.058991, -1428], [4.059179, -1428], [4.059368, -1428], [4.099154, 650], [4.125393, 138], [4.142798, -1428], [4.142827, -706], [4.225003, -154], [4.338216, 138], [4.362788, -554], [4.373722, -554], [4.377664, 1416], [4.377683, 1416], [4.427642, -1428], [4.427673, 1416], [4.461502, 598], [4.469536, 1082], [4.587461, -138], [4.671339, -1428], [4.755119, -1428], [4.838801, -186], [4.922681, -1428], [5.00645, -266], [5.00667, -1428], [5.044709, 330], [5.090145, -706], [5.150134, 170], [5.155249, 458], [5.166843, -138], [5.166867, 596], [5.237166, -170], [5.237189, 532], [5.277864, -154], [5.317534, -154], [5.459305, -538], [5.571499, 714], [5.611677, 1428], [5.611695, 1428], [5.655315, 1428], [5.695433, 174], [5.696787, -138], [5.705876, -698], [5.822554, -410], [5.824273, -1130], [5.826216, -954], [6.039391, 682], [6.117395, -186], [6.118684, 410], [6.135123, 138], [6.164138, -154], [6.192461, -154], [6.243328, -154], [6.327105, -1348], [6.337179, 138], [6.337923, 1428], [6.337977, 854], [6.468999, -234], [6.475136, -682], [6.51181, 698], [6.51209, 138], [6.518601, 1428], [6.596648, 38], [6.634855, -138], [6.641163, -682], [6.683779, -154], [6.742179, 698], [6.764174, 138], [6.865954, -154], [6.89829, -746], [7.228143, 154], [7.228742, 186], [7.22898, 170], [7.298645, -698], [7.312519, 154], [7.314828, -154], [7.35449, -234], [7.398471, -154], [7.603829, 154], [7.604066, 154], [7.791397, 154], [9.931628, 330], [10.054289, -138], [10.445397, -250], [10.447626, 138], [10.570127, -538], [10.773816, 138], [11.249662, 170], [11.838411, -170], [11.840008, 170], [11.959323, -170], [11.960951, 170], [12.080524, -170], [13.085484, 170], [13.325233, -170], [14.976173, 330], [15.098725, -138], [15.359385, -538], [15.474585, 138], [15.596833, -250], [15.600933, 138], [15.723604, -938], [15.726945, 138], [16.395196, 170], [16.522803, -170], [20.057543, 330], [20.180101, -138], [20.344767, -538], [20.377189, 138], [20.679395, 138], [20.791415, -250], [20.793805, 138], [21.348811, 170], [21.644532, -170], [24.652574, 170], [24.813195, -170], [24.909091, 1418], [25.032699, -138], [25.039989, 330], [25.068198, -314], [25.071255, 138], [25.260738, -250], [25.485417, -138], [26.218157, -1338], [26.222384, 154], [26.461494, -250], [26.472207, 138], [26.774398, 138], [27.077403, 138], [27.225563, 186], [27.312126, -186]]"
"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261650.129395,Chat,QQ,"[[0.150569, 330], [0.309701, -138], [0.542245, -538], [0.549938, 138], [0.672288, -250], [0.704725, 138], [1.831982, 170], [1.953986, -170], [5.074352, 330], [5.197166, -138], [5.299873, -250], [5.392961, 138], [5.515819, -538], [6.27808, -938], [6.449228, 138], [7.967669, 170], [8.055055, -170], [9.063512, 170], [9.226084, -170], [10.809018, 330], [11.121378, -538], [11.222359, -138], [11.293931, 138], [11.416161, -250], [11.429552, 138], [14.239257, 170], [14.239435, 170], [14.457396, 170], [14.523643, -170], [14.646454, -170], [15.122917, 330], [15.5336, -138], [15.553685, -538], [15.570762, 138], [15.655085, 170], [15.693215, -250], [15.773599, -170], [15.999668, 138], [16.12329, -938], [16.129348, 138], [16.779012, 170], [17.018813, -170], [20.881079, 330], [21.189006, -538], [21.297412, -138], [21.414564, 138], [21.537606, -250], [21.541458, 138], [25.038599, 170], [25.328221, -170], [25.349606, 330], [25.415759, 170], [25.415998, 170], [25.433343, 1428], [25.499986, 80], [25.540175, -138], [25.579677, -1002], [25.623763, -138], [25.683178, -538], [25.707544, -138], [25.711406, 138], [25.711627, 138], [25.711685, 138], [25.795038, 138], [26.313006, -138], [26.381499, 138], [26.381728, 138], [26.381786, 138], [26.771402, 138], [27.241556, -1050], [27.325399, -1050], [28.750217, -1050], [29.073, 138], [29.338272, 170], [29.788474, -170]]"
"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261680.129395,Chat,QQ,"[[0.220955, 330], [0.343616, -138], [0.605292, -538], [0.610675, 138], [0.733614, -250], [0.735523, 138], [1.126622, 170], [1.439893, -170], [4.783106, 170], [4.78329, 138], [4.908808, -266], [4.949471, 138], [4.949771, 138], [5.074322, -138], [5.246843, 330], [5.369156, -138], [5.458048, -250], [5.805674, 138], [5.929445, -1338], [5.940144, 138], [6.324402, 138], [6.80189, 170], [6.919814, -170], [10.273953, 330], [10.396812, -138], [10.702547, -538], [10.748866, 138], [10.871444, -250], [11.513984, -250], [11.568056, 154], [11.929679, 170], [12.017287, -170], [14.02563, 170], [14.194396, -170], [15.308371, 330], [15.431185, -138], [15.544432, -250], [15.636323, 138], [15.758576, -538], [15.760544, 138], [15.889755, -938], [15.909591, 138], [19.205563, 170], [19.205716, 170], [19.324449, -170], [19.493358, -170], [20.485029, 330], [20.501482, 170], [20.607516, -138], [20.62126, -170], [20.911589, -538], [20.9219, 138], [21.044651, -250], [21.582314, -250], [21.597418, 154], [21.629402, 170], [21.869038, -170], [26.148284, 330], [26.445737, -538], [27.159422, -138], [27.164503, 330], [27.164881, 138], [27.243477, -1066], [27.24813, 138], [27.287031, -154], [28.496493, 186], [28.619138, -154], [28.889195, 170], [29.471438, -170], [29.649541, 1428], [29.649601, 38], [29.649759, 1428], [29.733321, 38], [29.772824, -138], [29.783294, -314], [29.856683, -154], [29.920458, 138]]"
"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261710.129395,Chat,QQ,"[[1.111111, 330], [1.233672, -138], [1.494826, -538], [1.504188, 138], [1.626499, -250], [1.632185, 138], [2.489137, 170], [2.654122, -170], [5.55556, 330], [5.678022, -138], [5.95392, -538], [6.214688, 138], [6.336892, -250], [6.343169, 138], [6.465832, -938], [6.469701, 138], [9.672919, 170], [9.792502, -170], [10.452462, 330], [10.574812, -138], [10.841696, -538], [10.871201, 138], [10.993665, -250], [10.995909, 138], [11.307399, 138], [13.552647, 458], [13.675352, -138], [13.699405, -554], [13.715958, 138], [15.80886, 170], [15.89592, -170], [16.149751, 330], [16.310344, -138], [16.517768, -538], [16.708221, 138], [16.831057, -250], [16.833882, 138], [16.957764, -938], [17.470844, -938], [17.478797, 154], [17.912801, 170], [18.081065, -170], [20.518129, 330], [20.641839, -138], [20.847145, -538], [20.891811, 138], [21.310567, -250], [21.313058, 138], [22.092786, 170], [22.211457, -170], [23.220781, 170], [23.33809, -170], [24.344755, 170], [24.344972, 170], [24.584095, -170], [24.629283, -170], [26.157227, 330], [26.280001, -138], [26.481755, -538], [26.527659, 138], [26.650471, -250], [26.652694, 138], [26.775414, -938], [26.812194, 138]]"
"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261740.129395,Chat,QQ,"[[1.397634, 330], [1.52031, -138], [1.648704, 170], [1.826004, -538], [1.830585, 138], [1.942196, -170], [1.952826, -250], [2.025369, 138], [2.3324, 138], [5.603559, 330], [5.726011, -138], [6.148377, -250], [6.323327, -1338], [6.343892, 138], [6.956786, 170], [7.129343, -170], [10.818455, 330], [10.940889, -138], [11.113879, -250], [11.204414, 138], [11.32697, -538], [11.337973, 138], [13.144541, 170], [13.264478, -170], [16.093543, 330], [16.093785, 154], [16.184037, -266], [16.23858, 170], [16.360917, -170], [16.410511, -538], [16.503286, 330], [16.512366, -138], [16.522881, 170], [16.562502, 138], [16.625773, -154], [16.64784, -170], [16.691864, 170], [16.778401, -170], [18.743384, -250], [18.827133, -560], [18.827161, -1428], [18.88071, 154], [18.880977, 138], [18.881218, 138], [18.965811, 154], [19.280529, 170], [19.37264, -170], [20.380622, 170], [20.539924, -170], [20.932196, 330], [21.054614, -138], [21.27543, -538], [21.334686, 138], [21.6354, 138], [21.745397, -250], [21.748696, 138], [24.552591, 170], [24.670909, -170], [25.951816, 330], [26.07417, -138], [26.594439, -538], [26.680531, 170], [26.680766, 170], [26.764522, 138], [26.7994, -170], [26.883516, -1050], [26.963799, -170], [27.523412, -1050], [28.495714, -1050], [28.972539, 170], [29.209629, -170]]"
"('192.168.1.235', 'xx', '161.117.59.3', 443, 'TCP')",1641261770.129395,Chat,QQ,"[[0.443508, -1050], [0.763338, 154], [0.965306, 330], [1.087845, -138], [1.31356, -538], [1.335012, 138], [1.4572, -250], [1.459427, 138], [1.761398, 138], [3.425089, 1418], [3.548339, -138], [3.565253, -314], [4.147004, -314], [4.22055, 170], [4.276935, 154], [4.519049, -170], [5.999424, 330], [6.158986, -138], [6.321097, -538], [6.377923, 138], [6.500099, -250], [6.502095, 138], [6.715806, -938], [6.725646, 138], [9.528684, 170], [9.707186, -170], [11.232136, 330], [11.354568, -138], [11.615604, -538], [11.616666, 330], [11.618599, 138], [11.741301, -250], [12.031399, -154], [12.255506, -250], [12.300799, 138], [12.30105, 154], [16.070204, 330], [16.192901, -138], [16.292028, -250], [16.79163, -1354], [17.451042, -250], [18.775148, -250], [18.965578, 138], [19.088329, -1354], [19.090519, 138], [21.104486, 330], [21.513355, -138], [21.515701, -538], [21.856462, 330], [21.858596, 138], [21.979962, -154], [22.394377, -250], [22.471826, 138], [23.117305, -250], [23.356265, 154], [23.517509, 154], [23.517711, 154], [23.605094, -282], [23.610519, 170], [23.688612, -250], [23.763403, 154], [23.901023, -154], [23.990366, -250], [24.040523, 154], [24.040795, 666], [24.178964, -154], [24.182401, -1428], [24.182431, -1428], [24.262786, -2], [24.267534, 154], [24.406353, -1428], [24.406373, -678], [24.41226, 154], [24.43182, 218], [24.450856, 186], [24.495977, 1428], [24.515506, 942], [24.570085, -714], [24.574059, 154], [24.599241, 170], [24.634211, -154], [24.657912, -442], [24.661004, 186], [24.661304, 1130], [24.73769, -154], [24.800095, -154], [25.146604, -1428], [25.146637, -1428], [25.230528, -1428], [25.230556, -1358], [25.314309, -266], [25.371498, 154], [25.37173, 154], [25.510152, -1428], [25.594048, -1428], [25.594074, -1216], [25.798362, -38], [25.882098, 154], [26.13272, 330], [26.189396, 330], [26.255455, -138], [26.500644, -538], [26.502843, 138], [26.625278, -250], [26.668019, 138], [26.834774, -938], [26.954395, 138], [27.399528, 186], [27.399726, 170], [27.483207, 154], [27.538202, -330], [27.54581, 138], [27.620699, -154], [27.623566, 138]]"
